Unnamed: 0,ds,yhat,yhat_lower,yhat_upper,zipcode
146.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,20018
147.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,20018
148.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,20018
149.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,20018
150.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,20018
151.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,20018
152.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,20018
153.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,20018
154.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,20018
155.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,20018
156.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,20019
157.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,20019
158.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,20019
159.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,20019
160.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,20019
161.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,20019
162.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,20019
163.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,20019
164.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,20019
165.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,20019
166.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,20019
167.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,20019
168.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,20020
169.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,20020
170.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,20020
171.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,20020
172.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,20020
173.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,20020
174.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,20020
175.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,20020
176.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,20020
177.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,20020
178.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,20020
179.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,20020
180.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,20024
181.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,20024
182.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,20024
183.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,20024
184.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,20024
185.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,20024
186.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,20024
187.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,20024
188.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,20024
189.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,20024
190.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,20024
191.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,20024
192.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,20032
193.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,20032
194.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,20032
195.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,20032
196.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,20032
197.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,20032
198.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,20032
199.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,20032
200.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,20032
201.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,20032
202.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,20032
203.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,20032
204.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,20037
205.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,20037
206.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,20037
207.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,20037
208.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,20037
209.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,20037
210.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,20037
211.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,20037
212.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,20037
213.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,20037
214.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,20037
215.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,20037
216.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,46001
217.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,46001
218.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,46001
219.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,46001
220.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,46001
221.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,46001
222.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,46001
223.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,46001
224.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,46001
225.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,46001
226.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,46001
227.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,46001
228.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,46011
229.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,46011
230.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,46011
231.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,46011
232.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,46011
233.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,46011
234.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,46011
235.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,46011
236.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,46011
237.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,46011
238.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,46011
239.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,46011
240.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,46012
241.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,46012
242.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,46012
243.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,46012
244.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,46012
245.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,46012
246.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,46012
247.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,46012
248.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,46012
249.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,46012
250.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,46012
251.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,46012
252.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,46013
253.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,46013
254.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,46013
255.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,46013
256.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,46013
257.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,46013
258.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,46013
259.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,46013
260.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,46013
261.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,46013
262.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,46013
263.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,46013
264.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,46017
265.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,46017
266.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,46017
267.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,46017
268.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,46017
269.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,46017
270.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,46017
271.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,46017
272.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,46017
273.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,46017
274.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,46017
275.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,46017
276.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,46030
277.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,46030
278.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,46030
279.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,46030
280.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,46030
281.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,46030
282.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,46030
283.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,46030
284.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,46030
285.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,46030
286.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,46030
287.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,46030
288.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,46031
289.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,46031
290.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,46031
291.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,46031
292.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,46031
293.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,46031
294.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,46031
295.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,46031
296.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,46031
297.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,46031
298.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,46031
