Unnamed: 0,ds,yhat,yhat_lower,yhat_upper,zipcode
14551.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92203
14552.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92203
14553.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92203
14554.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92203
14555.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92203
14556.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92210
14557.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92210
14558.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92210
14559.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92210
14560.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92210
14561.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92210
14562.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92210
14563.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92210
14564.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92210
14565.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92210
14566.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92210
14567.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92210
14568.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92211
14569.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92211
14570.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92211
14571.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92211
14572.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92211
14573.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92211
14574.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92211
14575.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92211
14576.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92211
14577.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92211
14578.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92211
14579.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92211
14580.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92220
14581.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92220
14582.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92220
14583.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92220
14584.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92220
14585.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92220
14586.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92220
14587.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92220
14588.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92220
14589.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92220
14590.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92220
14591.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92220
14592.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92223
14593.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92223
14594.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92223
14595.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92223
14596.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92223
14597.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92223
14598.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92223
14599.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92223
14600.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92223
14601.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92223
14602.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92223
14603.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92223
14604.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92225
14605.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92225
14606.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92225
14607.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92225
14608.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92225
14609.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92225
14610.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92225
14611.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92225
14612.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92225
14613.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92225
14614.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92225
14615.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92225
14616.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92227
14617.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92227
14618.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92227
14619.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92227
14620.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92227
14621.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92227
14622.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92227
14623.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92227
14624.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92227
14625.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92227
14626.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92227
14627.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92227
14628.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92231
14629.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92231
14630.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92231
14631.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92231
14632.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92231
14633.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92231
14634.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92231
14635.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92231
14636.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92231
14637.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92231
14638.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92231
14639.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92231
14640.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92234
14641.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92234
14642.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92234
14643.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92234
14644.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92234
14645.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92234
14646.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92234
14647.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92234
14648.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92234
14649.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92234
14650.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92234
14651.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92234
14652.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92236
14653.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92236
14654.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92236
14655.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92236
14656.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92236
14657.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92236
14658.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92236
14659.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92236
14660.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92236
14661.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92236
14662.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92236
14663.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92236
14664.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92240
14665.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92240
14666.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92240
14667.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92240
14668.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92240
14669.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92240
14670.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92240
14671.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92240
14672.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92240
14673.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92240
14674.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92240
14675.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92240
14676.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92241
14677.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92241
14678.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92241
14679.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92241
14680.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92241
14681.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92241
14682.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92241
14683.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92241
14684.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92241
14685.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92241
14686.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92241
14687.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92241
14688.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92243
14689.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92243
14690.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92243
14691.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92243
14692.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92243
14693.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92243
14694.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92243
14695.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92243
14696.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92243
14697.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92243
14698.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92243
14699.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92243
14700.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92249
14701.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92249
14702.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92249
14703.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92249
14704.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92249
14705.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92249
14706.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92249
14707.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92249
14708.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92249
14709.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92249
14710.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92249
14711.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92249
14712.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92251
14713.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92251
14714.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92251
14715.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92251
14716.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92251
14717.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92251
14718.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92251
14719.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92251
14720.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92251
14721.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92251
14722.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92251
14723.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92251
14724.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92252
14725.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92252
14726.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92252
14727.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92252
14728.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92252
14729.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92252
14730.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92252
14731.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92252
14732.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92252
14733.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92252
14734.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92252
14735.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92252
14736.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92253
14737.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92253
14738.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92253
14739.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92253
14740.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92253
14741.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92253
14742.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92253
14743.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92253
14744.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92253
14745.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92253
14746.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92253
14747.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92253
14748.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92254
14749.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92254
14750.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92254
14751.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92254
14752.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92254
14753.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92254
14754.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92254
14755.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92254
14756.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92254
14757.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92254
14758.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92254
14759.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92254
14760.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92260
14761.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92260
14762.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92260
14763.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92260
14764.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92260
14765.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92260
14766.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92260
14767.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92260
14768.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92260
14769.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92260
14770.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92260
14771.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92260
14772.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92262
14773.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92262
14774.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92262
14775.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92262
14776.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92262
14777.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92262
14778.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92262
14779.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92262
14780.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92262
14781.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92262
14782.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92262
14783.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92262
14784.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92264
14785.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92264
14786.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92264
14787.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92264
14788.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92264
14789.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92264
14790.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92264
14791.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92264
14792.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92264
14793.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92264
14794.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92264
14795.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92264
14796.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92270
14797.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92270
14798.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92270
14799.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92270
14800.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92270
14801.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92270
14802.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92270
14803.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92270
14804.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92270
14805.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92270
14806.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92270
14807.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92270
14808.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92276
14809.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92276
14810.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92276
14811.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92276
14812.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92276
14813.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92276
14814.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92276
14815.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92276
14816.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92276
14817.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92276
14818.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92276
14819.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92276
14820.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92277
14821.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92277
14822.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92277
14823.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92277
14824.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92277
14825.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92277
14826.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92277
14827.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92277
14828.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92277
14829.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92277
14830.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92277
14831.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92277
14832.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92284
14833.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92284
14834.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92284
14835.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92284
14836.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92284
14837.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92284
14838.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92284
14839.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92284
14840.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92284
14841.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92284
14842.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92284
14843.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92284
14844.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92301
14845.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92301
14846.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92301
14847.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92301
14848.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92301
14849.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92301
14850.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92301
14851.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92301
14852.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92301
14853.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92301
14854.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92301
14855.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92301
14856.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92307
14857.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92307
14858.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92307
14859.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92307
14860.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92307
14861.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92307
14862.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92307
14863.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92307
14864.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92307
14865.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92307
14866.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92307
14867.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92307
14868.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92308
14869.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92308
14870.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92308
14871.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92308
14872.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92308
14873.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92308
14874.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92308
14875.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92308
14876.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92308
14877.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92308
14878.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92308
14879.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92308
14880.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92311
14881.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92311
14882.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92311
14883.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92311
14884.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92311
14885.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92311
14886.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92311
14887.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92311
14888.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92311
14889.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92311
14890.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92311
14891.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92311
14892.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92313
14893.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92313
14894.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92313
14895.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92313
14896.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92313
14897.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92313
14898.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92313
14899.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92313
14900.0,2018-09-01,827959.7543596914,798817.0098624498,858883.4948149045,92313
14901.0,2018-10-01,832579.2587486879,799423.0849972736,871127.6412008323,92313
14902.0,2018-11-01,838368.5992087629,797655.9695491875,883734.690755837,92313
14903.0,2018-12-01,843200.3660094852,798051.143855168,892031.7161360707,92313
14904.0,2018-01-01,786846.9524537202,779018.6580449224,794382.8708708985,92314
14905.0,2018-02-01,791448.0707356805,783542.77751424,799822.3094321627,92314
14906.0,2018-03-01,798743.8584497492,790538.2038400684,807856.2984529238,92314
14907.0,2018-04-01,803367.3670846124,792792.1952819129,813994.1957498853,92314
14908.0,2018-05-01,809417.3223539225,796458.8105856415,823250.867479232,92314
14909.0,2018-06-01,813348.8760128027,798080.0008416339,832053.5866289064,92314
14910.0,2018-07-01,817544.6544986108,797123.7776594814,838604.4912087985,92314
14911.0,2018-08-01,822145.4698156724,798829.4756576287,848704.4140979421,92314
