ds,yhat,yhat_lower,yhat_upper,zipcode
2018-07-01,222355.79815009554,215889.3662921122,229234.16416151167,59105
2018-08-01,221620.6713539656,213505.04871446174,230398.50015867656,59105
2018-09-01,221022.41787770487,211695.931080073,230060.2969188989,59105
2018-10-01,221208.46019857883,210662.74331857657,232035.52830370577,59105
2018-11-01,220981.71734732122,208631.35760211584,234817.65336698634,59105
2018-12-01,221107.3586969987,207736.91082029766,236119.02434521072,59105
2018-01-01,332600.7928231453,327216.5137987076,337790.5002601486,59106
2018-02-01,332188.68828617583,326156.7049818139,337587.41522523796,59106
2018-03-01,332945.8159416721,326097.60535652994,338813.37664182903,59106
2018-04-01,332426.5918416615,324801.305753476,339789.2524271658,59106
2018-05-01,332796.48846774304,321383.4255121271,342762.4098537534,59106
2018-06-01,332952.5815043114,317763.56703733705,345943.7905460063,59106
2018-07-01,333407.82274436805,314640.4751018442,349345.15211114,59106
2018-08-01,333705.491420352,314396.87578718003,352833.36303722684,59106
2018-09-01,334310.7696433747,308026.386646883,358007.2250124557,59106
2018-10-01,334696.7749011013,306463.27165639476,363543.2726749166,59106
2018-11-01,335450.67564570135,302431.2992042534,368937.3322935322,59106
2018-12-01,335796.35027775407,297829.388053417,374230.4921181169,59106
2018-01-01,145374.89394225157,139391.87518956113,151105.49650823823,59230
2018-02-01,143669.85638481626,137227.33518891621,149530.23698621654,59230
2018-03-01,144440.97534758112,137259.0496692043,150518.6083300916,59230
2018-04-01,143349.2566422644,135963.13610115263,150392.7663420996,59230
2018-05-01,143962.5855820076,136135.29593885594,152716.6243167663,59230
2018-06-01,142554.07519550284,131998.98570083536,154014.5093828525,59230
2018-07-01,143083.78743432395,129697.52723932832,157170.0780934834,59230
2018-08-01,141917.7358155213,125586.66302642155,158173.63631422957,59230
2018-09-01,140758.7800138951,120026.99733647218,162243.0378964228,59230
2018-10-01,141486.3230222203,118377.51291286555,166668.1243353769,59230
2018-11-01,139888.64822445382,112615.95330526229,166949.38478507302,59230
2018-12-01,140063.82150180434,109655.57590697298,172230.0002287409,59230
2018-01-01,155964.57459307354,151113.02936970504,161457.64199717832,59254
2018-02-01,154654.9914668189,149241.07947554457,159857.26419720266,59254
2018-03-01,155012.22816685715,148600.32648494406,160917.64573051303,59254
2018-04-01,154339.19806281253,147753.860269035,161320.7228842214,59254
2018-05-01,154978.7860916951,146933.68666081212,162520.6904529417,59254
2018-06-01,153954.62760632232,143505.57844348834,163464.67170945118,59254
2018-07-01,154443.28167418772,142942.2524751019,166394.79316658762,59254
2018-08-01,153711.53866172116,139287.45473017677,168956.44797574793,59254
2018-09-01,152889.3602200921,135900.40299600072,171301.66194626765,59254
2018-10-01,153558.6444679542,132827.19794419405,173792.00629543775,59254
2018-11-01,152266.44743384654,130439.56917249908,176308.10901852846,59254
2018-12-01,152541.16340307042,127875.43559682432,180883.13478939323,59254
2018-01-01,146537.84491912133,140407.16329157964,152737.61835896288,59263
2018-02-01,144901.03037325828,138879.75554208749,150780.24865266186,59263
2018-03-01,145414.98154339546,139079.56429723816,152046.1234279072,59263
2018-04-01,144349.03947264145,137762.82751123092,151500.98937997498,59263
2018-05-01,144934.32152945417,137231.26012435436,153588.5575317432,59263
2018-06-01,143584.10975370067,134157.22660805483,154879.68276277612,59263
2018-07-01,144025.93596335046,132393.64567663716,156207.98824966993,59263
2018-08-01,142855.32152970415,127908.77739208628,157946.62469440335,59263
2018-09-01,141663.10508709817,123723.6205387221,161586.4167273959,59263
2018-10-01,142365.9624102126,121368.07741847253,164207.61847546455,59263
2018-11-01,140679.573046426,117420.84820735827,166361.80593714412,59263
2018-12-01,140857.44569816825,114134.87190948562,169041.02647381823,59263
2018-01-01,223802.90640064672,219775.89013295484,227428.0892833594,59270
2018-02-01,223372.2437646174,219417.92148818646,227199.9453304831,59270
2018-03-01,225645.06669989697,221462.7022999784,229749.71689283784,59270
2018-04-01,224968.52716821834,219852.9093259817,229732.00756044648,59270
2018-05-01,224971.45017993654,218563.71793237395,230062.4873853493,59270
2018-06-01,224583.3357609255,216359.58236187758,231448.57722367282,59270
2018-07-01,224789.48860535127,215811.2936561919,234024.42599254104,59270
2018-08-01,224129.13634006886,212040.9285005202,234875.80104491065,59270
2018-09-01,223626.6444885801,209422.4368803916,236579.91227526424,59270
2018-10-01,223633.83202328565,207651.8945984262,239721.64421370663,59270
2018-11-01,223631.49988884394,206253.817800104,242138.33274406573,59270
2018-12-01,223767.15559856503,204126.82365179397,243845.58322982388,59270
2018-01-01,148486.4679181893,143469.6840754936,153721.1984714284,59301
2018-02-01,147748.59371764841,142702.29321069948,152679.1291468645,59301
2018-03-01,146955.0314510227,140884.67002104127,152653.13772513304,59301
2018-04-01,146706.04412456602,140175.15431871134,153399.34660142218,59301
2018-05-01,147199.00890844665,139551.695227858,155110.17931354244,59301
2018-06-01,146947.79444788257,137049.68799112417,156385.08587141114,59301
2018-07-01,147330.52382473325,137680.9823006424,159141.4747149287,59301
2018-08-01,147487.77238517118,134995.6760099864,161621.9784482425,59301
2018-09-01,147603.09835604433,133218.94256083222,163412.3132083813,59301
2018-10-01,148205.4841057999,128975.03848852056,167249.22268023872,59301
2018-11-01,147890.43579603606,127095.55947750741,172442.5515556184,59301
2018-12-01,148019.94685788106,123520.53567587101,174466.18576610024,59301
2018-01-01,126912.70337527283,119864.09274687686,133385.63587252295,59327
2018-02-01,124917.36081562199,118047.77934463548,132245.7316024356,59327
2018-03-01,125045.07005569495,117201.4652043862,132410.55752999493,59327
2018-04-01,123610.290383758,115621.70127373221,132524.56162132227,59327
2018-05-01,124235.25978412831,114367.69206431939,133956.04129837526,59327
2018-06-01,122777.15140294949,111986.21661239876,135498.05070190172,59327
2018-07-01,123006.52065007316,111476.73074856056,139005.8828070387,59327
2018-08-01,122004.17500737356,105162.23929395288,140687.7135083724,59327
2018-09-01,121266.73527871817,101716.7082325445,140561.4857486967,59327
2018-10-01,121811.61043640322,99672.637315369,145210.14974113595,59327
2018-11-01,120418.89923903305,94174.53293387915,149249.89214033063,59327
2018-12-01,120211.34500898409,90153.77296688745,152204.0319802,59327
2018-01-01,159236.87092627524,153831.17119868085,164986.351036248,59330
2018-02-01,159373.41757531467,153548.78562684337,165101.51269673568,59330
2018-03-01,157247.41352779884,151194.4718762876,163654.11541943223,59330
2018-04-01,158385.93653196763,151479.93121061745,165228.91398850046,59330
2018-05-01,158978.72128749904,150723.58425861062,167095.32103222355,59330
2018-06-01,159509.46136894368,149958.8417063001,169321.06773748624,59330
2018-07-01,160100.01723766292,148887.27902473,171517.55865380875,59330
2018-08-01,161214.37625197048,146260.6226810645,174105.47642047197,59330
2018-09-01,161786.54238172187,144338.96336146985,178370.2844188131,59330
2018-10-01,162503.74079360726,142954.6557788567,182814.4538486523,59330
2018-11-01,162776.5234691643,141182.43013173892,186010.33913554982,59330
2018-12-01,163495.33511526295,137392.5773052098,190493.48229144333,59330
2018-01-01,159362.39250286322,157647.08032904178,160880.97982759651,59401
2018-02-01,159623.44417966146,157535.84448084654,161382.26841695444,59401
2018-03-01,159311.31957426644,156882.79583020785,161466.26316065658,59401
2018-04-01,159968.41790406234,156374.64330419875,163133.33865548158,59401
2018-05-01,160394.18213291827,155530.76196584175,165075.4936096171,59401
2018-06-01,160833.49293029023,154740.56916599788,167461.3426392106,59401
2018-07-01,161085.45686110415,153224.34199467223,169031.02259286313,59401
2018-08-01,161495.11920313223,151738.9905966685,172347.35963319044,59401
2018-09-01,161896.2694391913,150975.82225705296,174458.46479209032,59401
2018-10-01,162186.72342752272,149496.21369883823,176772.177018602,59401
2018-11-01,162542.12947762676,147898.43141814385,179346.15098196993,59401
2018-12-01,162750.38394634158,146161.82972881693,181359.4311111973,59401
2018-01-01,210059.4897889607,207203.9290668012,213035.22519237723,59404
2018-02-01,210755.87393764858,207488.34783037673,214323.02462520698,59404
2018-03-01,210372.01638269296,206676.14659790625,214278.0506168031,59404
2018-04-01,210780.95524327815,206136.90579845238,215751.75972381604,59404
2018-05-01,210659.52709324958,203203.17917517092,218035.63609875384,59404
2018-06-01,211189.5829639419,202101.85380819254,220749.8927621756,59404
2018-07-01,213024.49586576258,201670.3074023702,224632.9344140124,59404
2018-08-01,213293.94933371348,199452.44274858947,227312.31942709992,59404
2018-09-01,213305.36378680557,197076.44063385561,230531.13063251137,59404
2018-10-01,213385.33366926402,194102.73215062506,232345.89475535927,59404
2018-11-01,213829.34024219526,190943.36326997046,236508.62330606306,59404
2018-12-01,214245.0383021885,188374.01226231104,239909.0559094431,59404
2018-01-01,182346.46265944632,180724.52239627411,184073.1488373939,59405
2018-02-01,182710.59331148682,180676.43995210438,184497.59425503074,59405
2018-03-01,182470.57238755396,180142.90014156897,184662.67854414476,59405
2018-04-01,183068.6288553066,179791.0971998217,186272.5107866839,59405
2018-05-01,183511.7941227871,178658.94099901375,187143.69291482292,59405
2018-06-01,183956.15790157652,177566.3695578653,189256.60846676066,59405
2018-07-01,184196.30769864292,176558.18290687425,190739.71258214174,59405
2018-08-01,184568.86007030486,175474.52662658054,193687.02550160946,59405
2018-09-01,184909.328459233,173235.4683010488,195165.35832308835,59405
2018-10-01,185177.1420849386,172452.63210155407,197386.41544133442,59405
2018-11-01,185573.327932762,170610.55475004605,199695.00169904472,59405
2018-12-01,185852.25333436826,168630.23674971244,201429.38206741627,59405
2018-01-01,171452.92137306702,168973.13853276547,173941.00283967852,59412
2018-02-01,172105.36453842573,169373.3297519094,174980.49206668657,59412
2018-03-01,171241.92760513062,168621.60146062184,174152.0649059525,59412
2018-04-01,172434.02262013874,169288.5545465844,176182.2694184328,59412
2018-05-01,173262.9517457055,169278.03705478297,178399.9048924489,59412
2018-06-01,174127.75138099567,169085.7506922031,180028.42652500005,59412
2018-07-01,173647.8884061872,166872.79045685567,181143.65146807654,59412
2018-08-01,174641.92207807492,166364.76549238432,183086.55817861395,59412
2018-09-01,175580.4439818314,165692.0781709722,186307.38620488474,59412
2018-10-01,176008.65839364158,164076.9611789392,187505.9601915644,59412
2018-11-01,176553.32039429332,162832.68169340133,189969.90196393806,59412
2018-12-01,176903.49617140298,160971.39357726258,192351.0865625863,59412
2018-01-01,183322.36995751678,180001.3225412976,186788.2628842988,59421
2018-02-01,183952.63095201633,180206.25672240555,187770.2910687852,59421
2018-03-01,182653.51735232002,178716.22467622312,186739.83678145686,59421
2018-04-01,183878.776796433,179326.3798798252,189638.32927387857,59421
2018-05-01,184001.75589740355,178132.08285339546,192720.55284533917,59421
2018-06-01,184719.9521429933,177091.3572657962,195295.18331184128,59421
2018-07-01,184831.2172567495,173894.14792135984,197079.660407208,59421
2018-08-01,185489.89989006027,173120.47639166666,200133.2759911494,59421
2018-09-01,185718.97116847348,169888.16091051657,204786.91237152895,59421
2018-10-01,185626.77990080795,168443.21743192547,208180.38867405104,59421
2018-11-01,185886.87280577555,164274.8993443622,212217.4411833169,59421
2018-12-01,186126.9874323667,161888.2141134239,217610.9582218564,59421
2018-01-01,152785.52729302464,147265.14753271255,157949.37677346246,59422
2018-02-01,151280.93275407393,145434.66486794836,156881.57881937595,59422
2018-03-01,151761.39050517717,145513.50902054366,158396.5806557575,59422
2018-04-01,150752.59152567078,143463.50452775863,157971.55935219236,59422
2018-05-01,151333.5034793498,143568.0991194623,159404.3784175049,59422
2018-06-01,150085.97310188026,138992.6507042798,160625.15578536416,59422
2018-07-01,150523.7296508075,137237.282166633,163637.41236765316,59422
2018-08-01,149498.14460167853,133420.09061927325,165000.7333743322,59422
2018-09-01,148506.96054490414,128837.6870943493,166066.1358226794,59422
2018-10-01,149206.14040894766,128057.89932980067,169280.33057457523,59422
2018-11-01,147853.74732210068,122038.7255693752,170058.1089985474,59422
2018-12-01,148012.8338891132,119651.5799114933,172434.5917925986,59422
2018-01-01,160088.61890194062,155524.45245702617,164764.32128745195,59425
2018-02-01,158992.99912302525,154199.0224370238,163653.74566386023,59425
2018-03-01,159274.88304427025,154114.58183593527,164544.9676622824,59425
2018-04-01,158629.29347775935,152367.39398950464,164835.07907415542,59425
2018-05-01,159196.45356524517,150434.6523871001,167539.51180147615,59425
2018-06-01,158339.2266938308,148991.9123334043,169025.47472423752,59425
2018-07-01,158830.81318311428,146742.70021455578,172218.4984967493,59425
2018-08-01,158169.0347467684,143699.13811640211,173711.5034409781,59425
2018-09-01,157521.30870590897,140917.99980903105,175072.96302594952,59425
2018-10-01,158235.64950970103,138044.91385270402,177912.66404570852,59425
2018-11-01,157235.36286201226,134283.24904469814,179250.88314548926,59425
2018-12-01,157488.22422094582,131123.44460951377,183439.11627537655,59425
2018-01-01,141400.20238452274,134926.7417790293,148454.3094561534,59427
2018-02-01,138707.2311740365,131350.01271598678,145942.02899096633,59427
2018-03-01,140792.5347708785,133059.94702314347,148481.8176157036,59427
2018-04-01,138582.50295664533,130097.56845025813,146223.27233581952,59427
2018-05-01,138983.39973700797,127852.64519393195,147549.45865961444,59427
2018-06-01,136538.69068016973,124328.84028049774,146944.4278835535,59427
2018-07-01,136927.4678645488,121051.68600855893,150388.13679709274,59427
2018-08-01,134496.18601610023,113728.4866728984,152246.4834057496,59427
2018-09-01,132222.70509385702,108611.76059032745,152741.29878200355,59427
2018-10-01,132762.95603877498,105369.15824569634,156652.39314263783,59427
2018-11-01,130124.0248333818,99424.02839381309,155942.92688365176,59427
2018-12-01,129991.78987111634,94819.1790029211,159056.1009754709,59427
2018-01-01,157598.9212646796,152602.459899974,162388.42589202823,59442
2018-02-01,156335.2053786963,150922.71561082595,161220.33657413418,59442
2018-03-01,156648.1539489045,151027.81882750115,161690.27438620687,59442
2018-04-01,155938.4937454016,148785.85558722905,162618.19094359138,59442
2018-05-01,156564.44900076295,148921.55933505011,163913.34373234992,59442
2018-06-01,155564.04486935196,145144.82281207765,164856.87145587066,59442
2018-07-01,155984.58712685175,143548.86357563702,168571.7632691793,59442
2018-08-01,155197.9854422598,140825.68155457405,170886.99513038876,59442
2018-09-01,154430.0013991004,136085.21180581852,171604.63926414025,59442
2018-10-01,155078.06935627185,136453.9508810006,175077.47023095132,59442
2018-11-01,153968.05516304277,131810.72130508878,175998.34973502852,59442
2018-12-01,154198.25751174646,128870.1220262237,180771.89369471907,59442
2018-01-01,143863.808611965,137407.44252679922,149559.78123016196,59474
2018-02-01,141549.69101199944,135518.1655468922,147187.617847073,59474
2018-03-01,143015.97436530862,136254.73843355573,149788.627998527,59474
2018-04-01,141280.1121694871,133896.22755812216,148603.10041984374,59474
2018-05-01,141659.48840758533,132463.5526804699,149886.56743637763,59474
2018-06-01,139570.6245899476,128458.72598480726,149237.06627328112,59474
2018-07-01,139948.83234490218,125931.4986197844,152330.0598845326,59474
2018-08-01,138018.917425958,120938.81370272585,153686.7637300268,59474
2018-09-01,136102.61879733886,115066.05370837363,154560.38176942646,59474
2018-10-01,136594.5754649483,113610.65851149673,158652.01453274098,59474
2018-11-01,134280.9614610033,109289.45246484861,159942.94963977078,59474
2018-12-01,134246.6372761268,104149.34782109724,164655.37698015335,59474
2018-01-01,174284.72582430817,169516.5744231198,178880.92742819618,59501
2018-02-01,173744.9298853725,168398.62660036876,178625.28391119736,59501
2018-03-01,173511.49542075492,167569.32917791256,179111.20457059558,59501
2018-04-01,173473.24868589,167050.16860474827,179017.69480250537,59501
2018-05-01,174263.21193426574,165855.9856233367,180080.36814561655,59501
2018-06-01,173928.1331551364,164487.81536204193,181794.71117577274,59501
2018-07-01,174545.36229802793,162654.6064657266,183620.49763635307,59501
2018-08-01,174257.06040734838,158772.53513235337,185641.534663728,59501
2018-09-01,173923.21434139024,156718.05611340853,187013.23249635773,59501
2018-10-01,174704.0001845789,153956.40554915438,190072.05806143564,59501
2018-11-01,173721.4713549806,149496.47894734924,192339.65476029864,59501
2018-12-01,174198.7973967131,146231.06918865477,194588.1527909496,59501
2018-01-01,148757.41417294403,142372.73270024522,155094.24589033166,59523
2018-02-01,147273.65872669098,140873.0327447846,153500.8283600519,59523
2018-03-01,147310.38111100698,139828.49148984515,154773.5741444254,59523
2018-04-01,146496.48142455437,138574.5982763992,153942.38413666966,59523
2018-05-01,147174.10191544428,137798.96747692302,155493.13924735316,59523
2018-06-01,145947.39219667192,133903.39825381598,156629.29274954318,59523
2018-07-01,146408.72350996442,133332.5876664018,160161.04384113828,59523
2018-08-01,145390.9533394098,129034.21970964174,162356.1939837686,59523
2018-09-01,144325.02773526733,125207.21585548222,164146.8138301237,59523
2018-10-01,145046.75166001107,123045.47994694585,167598.47973184532,59523
2018-11-01,143326.11833628506,117776.12884912334,170142.48286287682,59523
2018-12-01,143532.3571905764,115756.08763819547,173744.03684271878,59523
2018-01-01,227036.1353115902,224692.41837835472,229373.9724717124,59601
2018-02-01,228017.3829669544,225429.5082776784,230413.51635200944,59601
2018-03-01,227221.54071848726,224501.92483286918,230008.7099957929,59601
2018-04-01,228406.26832660765,224802.74040280993,232032.96208701478,59601
2018-05-01,228978.37839942327,224005.2732432334,233542.5569109503,59601
2018-06-01,230015.42044394842,223756.2729871309,235604.05887441427,59601
2018-07-01,230362.10999120973,222282.83268321538,237921.4307619564,59601
2018-08-01,231295.29362404943,221861.08735317754,239417.48601216666,59601
2018-09-01,232289.47508928488,220968.7820149485,242182.09277472715,59601
2018-10-01,232816.0845902166,219355.28646978928,244546.1336438855,59601
2018-11-01,233529.74265341976,217734.24395496782,247533.52136175727,59601
2018-12-01,233910.2536713341,216190.60015657777,249696.36846336047,59601
2018-01-01,273064.7366610797,270722.7078149246,275444.36530390766,59602
2018-02-01,274226.4476721602,271658.805857831,276831.56501743745,59602
2018-03-01,273081.3467033573,270222.4168083922,276025.9884014773,59602
2018-04-01,274712.2263381418,271124.08497169224,278355.65670524165,59602
2018-05-01,275499.15897574625,271301.55538996495,280878.0379102288,59602
2018-06-01,276933.54131311266,270866.4063296508,283486.3590474661,59602
2018-07-01,277458.80558703846,269841.9870179985,285154.47314594145,59602
2018-08-01,278795.1647334655,269470.6607975022,288101.73894810275,59602
2018-09-01,280001.34393090365,268190.7014352685,293065.6214854005,59602
2018-10-01,280654.4262566967,267358.95750308584,294947.8019749503,59602
2018-11-01,281545.3729566226,267343.44217143726,298440.6698575653,59602
2018-12-01,282075.12061339436,265154.8906803576,301123.19735480484,59602
2018-01-01,207636.44763393138,205615.56949278657,209672.23573336407,59635
2018-02-01,208472.68366092347,206255.7860144802,210633.8258974523,59635
2018-03-01,207836.3930335842,205279.70457460932,210165.7034109285,59635
2018-04-01,208961.8566177912,205679.7082395578,211451.71895661956,59635
2018-05-01,209696.35580617774,205483.69961641234,213378.98215426493,59635
2018-06-01,210732.92812883708,205446.53816634964,215548.93726532624,59635
2018-07-01,211184.5161403954,204565.2152104951,217209.7315828008,59635
2018-08-01,212174.61732500308,204564.74630733367,219190.9202507496,59635
2018-09-01,213165.53694682926,203931.8616975061,221444.11849332126,59635
2018-10-01,213717.2353288096,203233.03928339036,223455.61064511925,59635
2018-11-01,214376.2757898327,201625.8975169198,226036.83945839095,59635
2018-12-01,214843.03938736767,201353.88108061432,227392.34990387515,59635
2018-01-01,159282.52490392156,157416.90471594373,161176.01754541227,59639
2018-02-01,159528.61401839028,157287.98384790155,161649.24531188988,59639
2018-03-01,159361.1945851432,156881.36805720162,162088.29529551498,59639
2018-04-01,160133.37382958396,157316.36554440198,163416.64623251537,59639
2018-05-01,160517.3289513533,156475.80222984133,164997.55278164,59639
2018-06-01,160994.2268119031,155826.1674306946,167475.3316520662,59639
2018-07-01,161378.4935579939,154990.75568129827,169477.5711409754,59639
2018-08-01,161784.42858195512,153944.32108580228,172093.48186250264,59639
2018-09-01,161964.7234329729,153133.22960692627,174612.66877034516,59639
2018-10-01,162147.59737118986,151519.54824713827,177492.8565657303,59639
2018-11-01,162131.9801836641,149352.4072711009,178778.9664843481,59639
2018-12-01,162320.6219340054,148192.09502473412,181489.93456717156,59639
2018-01-01,154284.48058231032,147695.25701903953,160910.17311780804,59644
2018-02-01,156444.71315298436,149882.05010783172,162458.70962821506,59644
2018-03-01,151249.05611042804,145106.4679983953,158305.21001162878,59644
2018-04-01,153437.95389537048,146333.3088207163,160766.393733717,59644
2018-05-01,153428.72475850105,144958.0520732134,161799.31467746224,59644
2018-06-01,155683.31826262167,146054.14635617126,164370.1683269076,59644
2018-07-01,155754.40240253575,143489.26446826174,167299.56444651357,59644
2018-08-01,158692.66412009776,144014.27324033997,172902.5958831904,59644
2018-09-01,161406.09780136132,144036.74514224366,180086.79451112973,59644
2018-10-01,162015.51181795553,143027.91817626945,181640.63624956034,59644
2018-11-01,164186.07510035884,141813.2095959183,186244.34788760275,59644
2018-12-01,164272.46326134194,138483.19564362612,190853.4172716905,59644
2018-01-01,117827.7573593447,116326.35627716719,119276.14995882861,59711
2018-02-01,117940.42294405408,116411.0100960411,119603.89718992524,59711
2018-03-01,119094.57099260845,117382.70809322987,120776.8473917233,59711
2018-04-01,119414.99943925731,117343.0545926594,121600.45788511325,59711
2018-05-01,119846.20511281908,116961.05888027583,122564.90242742705,59711
2018-06-01,119891.63323219231,116083.15724640938,123742.63456559725,59711
2018-07-01,120297.62380925991,115426.12989628225,124179.13322070723,59711
2018-08-01,120293.80646119568,114533.50360406438,125275.41712989607,59711
2018-09-01,120146.47956107314,113200.41117101922,126095.66411406145,59711
2018-10-01,120462.63266657645,112530.84934081421,127934.34085735123,59711
2018-11-01,120506.16174991314,111544.08642944679,129763.28012582345,59711
2018-12-01,120886.55033826614,109786.60629526764,131140.36299858426,59711
2018-01-01,270342.7692390861,265683.58735025837,275053.0831533281,59714
2018-02-01,269584.44696780574,265394.0188071344,273987.48365873506,59714
2018-03-01,274740.35371031705,269745.5546728889,279253.0707295002,59714
2018-04-01,274149.9906008708,269054.7021334451,279458.2452044515,59714
2018-05-01,275369.16836617794,268520.80397973425,281989.2411914788,59714
2018-06-01,274559.6258142854,266275.3979000369,283364.254194927,59714
2018-07-01,276039.400153426,264832.13824245374,286877.1763839937,59714
2018-08-01,274872.2593785072,261172.8858168341,287418.4928883274,59714
2018-09-01,273730.2059420974,258713.81650136123,289949.4733943805,59714
2018-10-01,274779.68632865115,256189.2256072084,293271.01114007155,59714
2018-11-01,274176.2367240444,252620.5261611493,295161.1653628296,59714
2018-12-01,275230.8175762119,252815.28490011132,298850.20033569733,59714
2018-01-01,425511.08552046854,421162.856895013,429935.8526421643,59715
2018-02-01,427635.0473641619,422807.69135074585,432446.0066486247,59715
2018-03-01,429274.65827408934,423954.4964018322,433898.80588786653,59715
2018-04-01,432160.07935856556,425725.03933015454,437683.45100568514,59715
2018-05-01,434578.011323951,426642.12001665833,442211.6999811598,59715
2018-06-01,437004.5567493122,425906.5153049468,446503.51603716053,59715
2018-07-01,439790.3940181056,426616.22947454423,451861.2145192415,59715
2018-08-01,441153.0084888441,424875.29674595024,456734.694074393,59715
2018-09-01,441971.8166491428,421501.2461544904,459219.0197786348,59715
2018-10-01,444212.85578677355,420944.17942888377,465319.7543586414,59715
2018-11-01,444383.5375632109,418421.5558419226,467925.59917507705,59715
2018-12-01,446583.7390726134,417679.39809072483,475323.68148494855,59715
2018-01-01,335121.9562305016,331717.00424145046,338768.3495303077,59718
2018-02-01,335721.29483612336,332132.17969068943,339272.56451936584,59718
2018-03-01,339182.2614316705,334774.26275737054,343157.9954134347,59718
2018-04-01,340219.2397760799,335062.65141648415,345659.2396651299,59718
2018-05-01,341877.2206058253,334337.1258429612,348468.85300211224,59718
2018-06-01,342517.2493670823,333555.79305795295,352113.4507210915,59718
2018-07-01,344397.4357917022,332962.8915841018,356187.39862014836,59718
2018-08-01,344607.64804364595,330722.6014879679,358039.2974339433,59718
2018-09-01,344527.00379238115,328990.55988709204,360164.80192533083,59718
2018-10-01,345974.7078242133,327462.8729929576,364727.01098313526,59718
2018-11-01,346144.1973904157,324872.5238114115,368343.2238549349,59718
2018-12-01,347727.1285287399,323768.1816089247,371446.0285586609,59718
2018-01-01,285347.49854324677,280835.90012296324,289811.75672246976,59741
2018-02-01,286503.4829967061,281870.6550608751,290977.23354804644,59741
2018-03-01,288468.5058799485,283855.66000698286,293018.5196088084,59741
2018-04-01,289579.30695789016,284478.2854609014,295226.6026001903,59741
2018-05-01,290999.5346048846,285631.2221482679,296863.37313207414,59741
2018-06-01,292584.2583412962,285932.1398895105,299678.61715565814,59741
2018-07-01,294263.34563519014,286771.22405197716,302213.2417521366,59741
2018-08-01,295526.6824966191,285085.7915984075,304579.11024242226,59741
2018-09-01,296714.4844287592,284266.4656731448,309619.4165560463,59741
2018-10-01,298354.860078761,284273.41080418165,311777.7986553273,59741
2018-11-01,300338.3501552456,285156.04246491,316306.05266092153,59741
2018-12-01,301697.46320295276,283329.98442238744,320051.46284472087,59741
2018-01-01,253668.44723901356,249241.98115135301,258145.69757997614,59752
2018-02-01,255415.28311356614,250503.72410268156,260555.37263959003,59752
2018-03-01,255423.3085620085,249773.7754668931,260663.17339531734,59752
2018-04-01,257905.21088487335,252472.37719116226,264173.80381756823,59752
2018-05-01,259357.16344334392,253369.53772074863,267426.0951946369,59752
2018-06-01,261586.31803360558,252047.75309517904,271480.2678926664,59752
2018-07-01,263428.0758166301,252050.89770698026,275710.6440785847,59752
2018-08-01,265159.8684551218,250402.28876605243,280628.6548972592,59752
2018-09-01,266063.19610405853,250142.77189604222,284355.13655774476,59752
2018-10-01,267573.3157237705,247517.15782391778,287931.47784307797,59752
2018-11-01,268252.74434902135,246308.30333401603,289434.40104611515,59752
2018-12-01,269786.5114521126,245685.94902679944,294341.04609480535,59752
2018-01-01,363640.6611695449,352869.4029039838,375003.5998915972,59758
2018-02-01,369233.0230288554,358481.26580560184,380424.0151823524,59758
2018-03-01,364133.0764220342,352212.8573304297,376393.77731524326,59758
2018-04-01,369808.90099976043,357796.75002351525,381391.3649721615,59758
2018-05-01,373161.28115236363,358374.56024404464,386310.37329210737,59758
2018-06-01,378993.76299126254,364280.1422313888,395335.3453366379,59758
2018-07-01,380832.1395284021,364782.3839944339,398490.48871344095,59758
2018-08-01,385839.42064255866,366038.5326602535,407388.61143231875,59758
2018-09-01,391143.5032864334,369374.1317044258,416570.2461197425,59758
2018-10-01,393563.672434162,366564.1228335604,419435.2950985508,59758
2018-11-01,396934.0219267563,365970.02870640554,430631.96369057905,59758
2018-12-01,399241.57306046766,364233.33841646253,438622.38807929767,59758
2018-01-01,252792.78556947014,250113.54289103334,255272.51207715328,59801
2018-02-01,253731.56204697938,251119.6023138331,256376.0982705242,59801
2018-03-01,253237.49869194545,250573.338499365,255980.85034515633,59801
2018-04-01,254414.55463450358,251087.11327093857,257847.8927568803,59801
2018-05-01,255136.0088586655,251410.23303432023,259211.75661929022,59801
2018-06-01,256052.54800632907,251666.69553547518,262360.9590958477,59801
2018-07-01,256711.411890968,250187.94731056868,263964.28735097474,59801
2018-08-01,257375.06271670613,250208.20025881001,265876.5824759738,59801
2018-09-01,257885.07988173753,249197.53574209934,267953.6049432469,59801
2018-10-01,258517.23774468477,248312.12411663795,269700.3172747028,59801
2018-11-01,258707.8494885358,246822.4949012802,270959.64293308865,59801
2018-12-01,259529.0149309195,246235.1985408524,273618.2304844555,59801
2018-01-01,276671.8231663505,274666.674888154,278679.6333388619,59802
2018-02-01,276940.6204838678,274758.0911336855,279058.20171770506,59802
2018-03-01,278193.55099469685,275593.6954679572,280525.8412859575,59802
2018-04-01,278680.6023405642,274601.9843126184,282251.7988026133,59802
2018-05-01,279710.6077935264,274801.4005429189,284089.0672632986,59802
2018-06-01,280022.57890179777,273597.52561922645,285809.0029647736,59802
2018-07-01,280809.5440812645,273098.58509388537,288480.4128821834,59802
2018-08-01,281144.6723872832,271125.1281925593,289683.73985975963,59802
2018-09-01,281687.9296478564,270042.71725461335,292980.6342505788,59802
2018-10-01,282340.6930589593,268792.39605276735,295268.64158820215,59802
