ZIP CODE,STATE,MSA No.,GPCI,GPCI,GPCI,County No.,MSA Name
76443,TX,10180,1.000,0.943,0.936,059,Abilene
76469,TX,10180,1.000,0.943,0.936,059,Abilene
79501,TX,10180,1.000,0.943,0.936,253,Abilene
79503,TX,10180,1.000,0.943,0.936,253,Abilene
79504,TX,10180,1.000,0.943,0.936,059,Abilene
79508,TX,10180,1.000,0.943,0.936,441,Abilene
79510,TX,10180,1.000,0.943,0.936,059,Abilene
79520,TX,10180,1.000,0.943,0.936,253,Abilene
79525,TX,10180,1.000,0.943,0.936,253,Abilene
79530,TX,10180,1.000,0.943,0.936,441,Abilene
79533,TX,10180,1.000,0.943,0.936,253,Abilene
79536,TX,10180,1.000,0.943,0.936,441,Abilene
79541,TX,10180,1.000,0.943,0.936,441,Abilene
79553,TX,10180,1.000,0.943,0.936,253,Abilene
79561,TX,10180,1.000,0.943,0.936,441,Abilene
79562,TX,10180,1.000,0.943,0.936,441,Abilene
79563,TX,10180,1.000,0.943,0.936,441,Abilene
79601,TX,10180,1.000,0.943,0.936,441,Abilene
79602,TX,10180,1.000,0.943,0.936,441,Abilene
79603,TX,10180,1.000,0.943,0.936,441,Abilene
79604,TX,10180,1.000,0.943,0.936,441,Abilene
79605,TX,10180,1.000,0.943,0.936,441,Abilene
79606,TX,10180,1.000,0.943,0.936,441,Abilene
79607,TX,10180,1.000,0.943,0.936,441,Abilene
79608,TX,10180,1.000,0.943,0.936,441,Abilene
79697,TX,10180,1.000,0.943,0.936,441,Abilene
79698,TX,10180,1.000,0.943,0.936,441,Abilene
79699,TX,10180,1.000,0.943,0.936,441,Abilene
00602,PR,10380,1.000,0.845,0.249,003,Aguadilla-Isabela-San Sebastian
00603,PR,10380,1.000,0.845,0.249,005,Aguadilla-Isabela-San Sebastian
00604,PR,10380,1.000,0.845,0.249,005,Aguadilla-Isabela-San Sebastian
00605,PR,10380,1.000,0.845,0.249,005,Aguadilla-Isabela-San Sebastian
00610,PR,10380,1.000,0.845,0.249,011,Aguadilla-Isabela-San Sebastian
00631,PR,10380,1.000,0.845,0.249,081,Aguadilla-Isabela-San Sebastian
00662,PR,10380,1.000,0.845,0.249,071,Aguadilla-Isabela-San Sebastian
00669,PR,10380,1.000,0.845,0.249,081,Aguadilla-Isabela-San Sebastian
00676,PR,10380,1.000,0.845,0.249,099,Aguadilla-Isabela-San Sebastian
00677,PR,10380,1.000,0.845,0.249,117,Aguadilla-Isabela-San Sebastian
00685,PR,10380,1.000,0.845,0.249,131,Aguadilla-Isabela-San Sebastian
00690,PR,10380,1.000,0.845,0.249,005,Aguadilla-Isabela-San Sebastian
99545,AK,99002,1.670,1.670,1.670,016,AK NONMETROPOLITAN AREA
99546,AK,99002,1.670,1.670,1.670,016,AK NONMETROPOLITAN AREA
99547,AK,99002,1.670,1.670,1.670,016,AK NONMETROPOLITAN AREA
99548,AK,99002,1.670,1.670,1.670,164,AK NONMETROPOLITAN AREA
99549,AK,99002,1.670,1.670,1.670,164,AK NONMETROPOLITAN AREA
99550,AK,99002,1.670,1.670,1.670,150,AK NONMETROPOLITAN AREA
99551,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99552,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99553,AK,99002,1.670,1.670,1.670,013,AK NONMETROPOLITAN AREA
99554,AK,99002,1.670,1.670,1.670,270,AK NONMETROPOLITAN AREA
99555,AK,99002,1.670,1.670,1.670,070,AK NONMETROPOLITAN AREA
99556,AK,99002,1.670,1.670,1.670,122,AK NONMETROPOLITAN AREA
99557,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99558,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99559,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99561,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99563,AK,99002,1.670,1.670,1.670,270,AK NONMETROPOLITAN AREA
99564,AK,99002,1.670,1.670,1.670,164,AK NONMETROPOLITAN AREA
99565,AK,99002,1.670,1.670,1.670,164,AK NONMETROPOLITAN AREA
99566,AK,99002,1.670,1.670,1.670,261,AK NONMETROPOLITAN AREA
99568,AK,99002,1.670,1.670,1.670,122,AK NONMETROPOLITAN AREA
99569,AK,99002,1.670,1.670,1.670,070,AK NONMETROPOLITAN AREA
99571,AK,99002,1.670,1.670,1.670,013,AK NONMETROPOLITAN AREA
99572,AK,99002,1.670,1.670,1.670,122,AK NONMETROPOLITAN AREA
99573,AK,99002,1.670,1.670,1.670,261,AK NONMETROPOLITAN AREA
99574,AK,99002,1.670,1.670,1.670,261,AK NONMETROPOLITAN AREA
99575,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99576,AK,99002,1.670,1.670,1.670,070,AK NONMETROPOLITAN AREA
99578,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99579,AK,99002,1.670,1.670,1.670,164,AK NONMETROPOLITAN AREA
99580,AK,99002,1.670,1.670,1.670,070,AK NONMETROPOLITAN AREA
99581,AK,99002,1.670,1.670,1.670,270,AK NONMETROPOLITAN AREA
99583,AK,99002,1.670,1.670,1.670,013,AK NONMETROPOLITAN AREA
99584,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99585,AK,99002,1.670,1.670,1.670,270,AK NONMETROPOLITAN AREA
99586,AK,99002,1.670,1.670,1.670,261,AK NONMETROPOLITAN AREA
99588,AK,99002,1.670,1.670,1.670,261,AK NONMETROPOLITAN AREA
99589,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99590,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99591,AK,99002,1.670,1.670,1.670,016,AK NONMETROPOLITAN AREA
99602,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99603,AK,99002,1.670,1.670,1.670,122,AK NONMETROPOLITAN AREA
99604,AK,99002,1.670,1.670,1.670,270,AK NONMETROPOLITAN AREA
99605,AK,99002,1.670,1.670,1.670,122,AK NONMETROPOLITAN AREA
99606,AK,99002,1.670,1.670,1.670,164,AK NONMETROPOLITAN AREA
99607,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99608,AK,99002,1.670,1.670,1.670,150,AK NONMETROPOLITAN AREA
99609,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99610,AK,99002,1.670,1.670,1.670,122,AK NONMETROPOLITAN AREA
99611,AK,99002,1.670,1.670,1.670,122,AK NONMETROPOLITAN AREA
99612,AK,99002,1.670,1.670,1.670,013,AK NONMETROPOLITAN AREA
99613,AK,99002,1.670,1.670,1.670,060,AK NONMETROPOLITAN AREA
99614,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99615,AK,99002,1.670,1.670,1.670,150,AK NONMETROPOLITAN AREA
99619,AK,99002,1.670,1.670,1.670,150,AK NONMETROPOLITAN AREA
99620,AK,99002,1.670,1.670,1.670,270,AK NONMETROPOLITAN AREA
99621,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99622,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99623,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99624,AK,99002,1.670,1.670,1.670,150,AK NONMETROPOLITAN AREA
99625,AK,99002,1.670,1.670,1.670,164,AK NONMETROPOLITAN AREA
99626,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99627,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99628,AK,99002,1.670,1.670,1.670,070,AK NONMETROPOLITAN AREA
99629,AK,99002,1.670,1.670,1.670,070,AK NONMETROPOLITAN AREA
99630,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99631,AK,99002,1.670,1.670,1.670,122,AK NONMETROPOLITAN AREA
99632,AK,99002,1.670,1.670,1.670,270,AK NONMETROPOLITAN AREA
99633,AK,99002,1.670,1.670,1.670,060,AK NONMETROPOLITAN AREA
99634,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99635,AK,99002,1.670,1.670,1.670,122,AK NONMETROPOLITAN AREA
99636,AK,99002,1.670,1.670,1.670,070,AK NONMETROPOLITAN AREA
99637,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99638,AK,99002,1.670,1.670,1.670,016,AK NONMETROPOLITAN AREA
99639,AK,99002,1.670,1.670,1.670,122,AK NONMETROPOLITAN AREA
99640,AK,99002,1.670,1.670,1.670,164,AK NONMETROPOLITAN AREA
99641,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99643,AK,99002,1.670,1.670,1.670,150,AK NONMETROPOLITAN AREA
99644,AK,99002,1.670,1.670,1.670,150,AK NONMETROPOLITAN AREA
99647,AK,99002,1.670,1.670,1.670,164,AK NONMETROPOLITAN AREA
99648,AK,99002,1.670,1.670,1.670,164,AK NONMETROPOLITAN AREA
99649,AK,99002,1.670,1.670,1.670,164,AK NONMETROPOLITAN AREA
99650,AK,99002,1.670,1.670,1.670,270,AK NONMETROPOLITAN AREA
99651,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99653,AK,99002,1.670,1.670,1.670,164,AK NONMETROPOLITAN AREA
99655,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99656,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99657,AK,99002,1.670,1.670,1.670,270,AK NONMETROPOLITAN AREA
99658,AK,99002,1.670,1.670,1.670,270,AK NONMETROPOLITAN AREA
99659,AK,99002,1.670,1.670,1.670,180,AK NONMETROPOLITAN AREA
99660,AK,99002,1.670,1.670,1.670,016,AK NONMETROPOLITAN AREA
99661,AK,99002,1.670,1.670,1.670,013,AK NONMETROPOLITAN AREA
99662,AK,99002,1.670,1.670,1.670,270,AK NONMETROPOLITAN AREA
99663,AK,99002,1.670,1.670,1.670,122,AK NONMETROPOLITAN AREA
99664,AK,99002,1.670,1.670,1.670,122,AK NONMETROPOLITAN AREA
99665,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99666,AK,99002,1.670,1.670,1.670,270,AK NONMETROPOLITAN AREA
99668,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99669,AK,99002,1.670,1.670,1.670,122,AK NONMETROPOLITAN AREA
99670,AK,99002,1.670,1.670,1.670,060,AK NONMETROPOLITAN AREA
99671,AK,99002,1.670,1.670,1.670,180,AK NONMETROPOLITAN AREA
99672,AK,99002,1.670,1.670,1.670,122,AK NONMETROPOLITAN AREA
99675,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99677,AK,99002,1.670,1.670,1.670,261,AK NONMETROPOLITAN AREA
99678,AK,99002,1.670,1.670,1.670,070,AK NONMETROPOLITAN AREA
99679,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99680,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99681,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99682,AK,99002,1.670,1.670,1.670,122,AK NONMETROPOLITAN AREA
99684,AK,99002,1.670,1.670,1.670,180,AK NONMETROPOLITAN AREA
99685,AK,99002,1.670,1.670,1.670,016,AK NONMETROPOLITAN AREA
99686,AK,99002,1.670,1.670,1.670,261,AK NONMETROPOLITAN AREA
99689,AK,99002,1.670,1.670,1.670,282,AK NONMETROPOLITAN AREA
99690,AK,99002,1.670,1.670,1.670,050,AK NONMETROPOLITAN AREA
99691,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99692,AK,99002,1.670,1.670,1.670,016,AK NONMETROPOLITAN AREA
99693,AK,99002,1.670,1.670,1.670,261,AK NONMETROPOLITAN AREA
99697,AK,99002,1.670,1.670,1.670,150,AK NONMETROPOLITAN AREA
99704,AK,99002,1.670,1.670,1.670,068,AK NONMETROPOLITAN AREA
99720,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99721,AK,99002,1.670,1.670,1.670,185,AK NONMETROPOLITAN AREA
99722,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99723,AK,99002,1.670,1.670,1.670,185,AK NONMETROPOLITAN AREA
99724,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99726,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99727,AK,99002,1.670,1.670,1.670,188,AK NONMETROPOLITAN AREA
99729,AK,99002,1.670,1.670,1.670,068,AK NONMETROPOLITAN AREA
99730,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99731,AK,99002,1.670,1.670,1.670,240,AK NONMETROPOLITAN AREA
99732,AK,99002,1.670,1.670,1.670,240,AK NONMETROPOLITAN AREA
99733,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99734,AK,99002,1.670,1.670,1.670,185,AK NONMETROPOLITAN AREA
99736,AK,99002,1.670,1.670,1.670,188,AK NONMETROPOLITAN AREA
99737,AK,99002,1.670,1.670,1.670,240,AK NONMETROPOLITAN AREA
99738,AK,99002,1.670,1.670,1.670,240,AK NONMETROPOLITAN AREA
99739,AK,99002,1.670,1.670,1.670,180,AK NONMETROPOLITAN AREA
99740,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99741,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99742,AK,99002,1.670,1.670,1.670,180,AK NONMETROPOLITAN AREA
99743,AK,99002,1.670,1.670,1.670,068,AK NONMETROPOLITAN AREA
99744,AK,99002,1.670,1.670,1.670,068,AK NONMETROPOLITAN AREA
99745,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99746,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99747,AK,99002,1.670,1.670,1.670,185,AK NONMETROPOLITAN AREA
99748,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99749,AK,99002,1.670,1.670,1.670,188,AK NONMETROPOLITAN AREA
99750,AK,99002,1.670,1.670,1.670,188,AK NONMETROPOLITAN AREA
99751,AK,99002,1.670,1.670,1.670,188,AK NONMETROPOLITAN AREA
99752,AK,99002,1.670,1.670,1.670,188,AK NONMETROPOLITAN AREA
99753,AK,99002,1.670,1.670,1.670,180,AK NONMETROPOLITAN AREA
99754,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99755,AK,99002,1.670,1.670,1.670,068,AK NONMETROPOLITAN AREA
99756,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99757,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99758,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99759,AK,99002,1.670,1.670,1.670,185,AK NONMETROPOLITAN AREA
99760,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99761,AK,99002,1.670,1.670,1.670,188,AK NONMETROPOLITAN AREA
99762,AK,99002,1.670,1.670,1.670,180,AK NONMETROPOLITAN AREA
99763,AK,99002,1.670,1.670,1.670,188,AK NONMETROPOLITAN AREA
99764,AK,99002,1.670,1.670,1.670,240,AK NONMETROPOLITAN AREA
99765,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99766,AK,99002,1.670,1.670,1.670,185,AK NONMETROPOLITAN AREA
99767,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99768,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99769,AK,99002,1.670,1.670,1.670,180,AK NONMETROPOLITAN AREA
99770,AK,99002,1.670,1.670,1.670,188,AK NONMETROPOLITAN AREA
99771,AK,99002,1.670,1.670,1.670,180,AK NONMETROPOLITAN AREA
99772,AK,99002,1.670,1.670,1.670,180,AK NONMETROPOLITAN AREA
99773,AK,99002,1.670,1.670,1.670,188,AK NONMETROPOLITAN AREA
99774,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99776,AK,99002,1.670,1.670,1.670,240,AK NONMETROPOLITAN AREA
99777,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99778,AK,99002,1.670,1.670,1.670,180,AK NONMETROPOLITAN AREA
99779,AK,99002,1.670,1.670,1.670,240,AK NONMETROPOLITAN AREA
99780,AK,99002,1.670,1.670,1.670,240,AK NONMETROPOLITAN AREA
99781,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99782,AK,99002,1.670,1.670,1.670,185,AK NONMETROPOLITAN AREA
99783,AK,99002,1.670,1.670,1.670,180,AK NONMETROPOLITAN AREA
99784,AK,99002,1.670,1.670,1.670,180,AK NONMETROPOLITAN AREA
99785,AK,99002,1.670,1.670,1.670,180,AK NONMETROPOLITAN AREA
99786,AK,99002,1.670,1.670,1.670,188,AK NONMETROPOLITAN AREA
99788,AK,99002,1.670,1.670,1.670,290,AK NONMETROPOLITAN AREA
99789,AK,99002,1.670,1.670,1.670,185,AK NONMETROPOLITAN AREA
99791,AK,99002,1.670,1.670,1.670,185,AK NONMETROPOLITAN AREA
99801,AK,99002,1.670,1.670,1.670,110,AK NONMETROPOLITAN AREA
99802,AK,99002,1.670,1.670,1.670,110,AK NONMETROPOLITAN AREA
99803,AK,99002,1.670,1.670,1.670,110,AK NONMETROPOLITAN AREA
99811,AK,99002,1.670,1.670,1.670,110,AK NONMETROPOLITAN AREA
99812,AK,99002,1.670,1.670,1.670,110,AK NONMETROPOLITAN AREA
99820,AK,99002,1.670,1.670,1.670,232,AK NONMETROPOLITAN AREA
99821,AK,99002,1.670,1.670,1.670,110,AK NONMETROPOLITAN AREA
99824,AK,99002,1.670,1.670,1.670,110,AK NONMETROPOLITAN AREA
99825,AK,99002,1.670,1.670,1.670,232,AK NONMETROPOLITAN AREA
99826,AK,99002,1.670,1.670,1.670,232,AK NONMETROPOLITAN AREA
99827,AK,99002,1.670,1.670,1.670,100,AK NONMETROPOLITAN AREA
99829,AK,99002,1.670,1.670,1.670,232,AK NONMETROPOLITAN AREA
99830,AK,99002,1.670,1.670,1.670,280,AK NONMETROPOLITAN AREA
99832,AK,99002,1.670,1.670,1.670,232,AK NONMETROPOLITAN AREA
99833,AK,99002,1.670,1.670,1.670,280,AK NONMETROPOLITAN AREA
99835,AK,99002,1.670,1.670,1.670,220,AK NONMETROPOLITAN AREA
99836,AK,99002,1.670,1.670,1.670,280,AK NONMETROPOLITAN AREA
99840,AK,99002,1.670,1.670,1.670,232,AK NONMETROPOLITAN AREA
99841,AK,99002,1.670,1.670,1.670,232,AK NONMETROPOLITAN AREA
99850,AK,99002,1.670,1.670,1.670,110,AK NONMETROPOLITAN AREA
99901,AK,99002,1.670,1.670,1.670,130,AK NONMETROPOLITAN AREA
99903,AK,99002,1.670,1.670,1.670,201,AK NONMETROPOLITAN AREA
99918,AK,99002,1.670,1.670,1.670,201,AK NONMETROPOLITAN AREA
99919,AK,99002,1.670,1.670,1.670,201,AK NONMETROPOLITAN AREA
99921,AK,99002,1.670,1.670,1.670,201,AK NONMETROPOLITAN AREA
99922,AK,99002,1.670,1.670,1.670,201,AK NONMETROPOLITAN AREA
99923,AK,99002,1.670,1.670,1.670,201,AK NONMETROPOLITAN AREA
99925,AK,99002,1.670,1.670,1.670,201,AK NONMETROPOLITAN AREA
99926,AK,99002,1.670,1.670,1.670,201,AK NONMETROPOLITAN AREA
99927,AK,99002,1.670,1.670,1.670,201,AK NONMETROPOLITAN AREA
99928,AK,99002,1.670,1.670,1.670,130,AK NONMETROPOLITAN AREA
99929,AK,99002,1.670,1.670,1.670,280,AK NONMETROPOLITAN AREA
99950,AK,99002,1.670,1.670,1.670,130,AK NONMETROPOLITAN AREA
44056,OH,10420,1.000,0.961,1.230,153,Akron
44067,OH,10420,1.000,0.961,1.230,153,Akron
44087,OH,10420,1.000,0.961,1.230,153,Akron
44201,OH,10420,1.000,0.961,1.230,133,Akron
44202,OH,10420,1.000,0.961,1.230,133,Akron
44203,OH,10420,1.000,0.961,1.230,153,Akron
44210,OH,10420,1.000,0.961,1.230,153,Akron
44211,OH,10420,1.000,0.961,1.230,133,Akron
44216,OH,10420,1.000,0.961,1.230,153,Akron
44221,OH,10420,1.000,0.961,1.230,153,Akron
44222,OH,10420,1.000,0.961,1.230,153,Akron
44223,OH,10420,1.000,0.961,1.230,153,Akron
44224,OH,10420,1.000,0.961,1.230,153,Akron
44231,OH,10420,1.000,0.961,1.230,133,Akron
44232,OH,10420,1.000,0.961,1.230,153,Akron
44234,OH,10420,1.000,0.961,1.230,133,Akron
44236,OH,10420,1.000,0.961,1.230,153,Akron
44237,OH,10420,1.000,0.961,1.230,153,Akron
44238,OH,10420,1.000,0.961,1.230,153,Akron
44240,OH,10420,1.000,0.961,1.230,133,Akron
44241,OH,10420,1.000,0.961,1.230,133,Akron
44242,OH,10420,1.000,0.961,1.230,133,Akron
44243,OH,10420,1.000,0.961,1.230,133,Akron
44250,OH,10420,1.000,0.961,1.230,153,Akron
44255,OH,10420,1.000,0.961,1.230,133,Akron
44260,OH,10420,1.000,0.961,1.230,153,Akron
44262,OH,10420,1.000,0.961,1.230,153,Akron
44264,OH,10420,1.000,0.961,1.230,153,Akron
44265,OH,10420,1.000,0.961,1.230,133,Akron
44266,OH,10420,1.000,0.961,1.230,133,Akron
44272,OH,10420,1.000,0.961,1.230,133,Akron
44278,OH,10420,1.000,0.961,1.230,153,Akron
44285,OH,10420,1.000,0.961,1.230,133,Akron
44286,OH,10420,1.000,0.961,1.230,153,Akron
44288,OH,10420,1.000,0.961,1.230,133,Akron
44301,OH,10420,1.000,0.961,1.230,153,Akron
44302,OH,10420,1.000,0.961,1.230,153,Akron
44303,OH,10420,1.000,0.961,1.230,153,Akron
44304,OH,10420,1.000,0.961,1.230,153,Akron
44305,OH,10420,1.000,0.961,1.230,153,Akron
44306,OH,10420,1.000,0.961,1.230,153,Akron
44307,OH,10420,1.000,0.961,1.230,153,Akron
44308,OH,10420,1.000,0.961,1.230,153,Akron
44309,OH,10420,1.000,0.961,1.230,153,Akron
44310,OH,10420,1.000,0.961,1.230,153,Akron
44311,OH,10420,1.000,0.961,1.230,153,Akron
44312,OH,10420,1.000,0.961,1.230,153,Akron
44313,OH,10420,1.000,0.961,1.230,153,Akron
44314,OH,10420,1.000,0.961,1.230,153,Akron
44315,OH,10420,1.000,0.961,1.230,153,Akron
44316,OH,10420,1.000,0.961,1.230,153,Akron
44317,OH,10420,1.000,0.961,1.230,153,Akron
44319,OH,10420,1.000,0.961,1.230,153,Akron
44320,OH,10420,1.000,0.961,1.230,153,Akron
44321,OH,10420,1.000,0.961,1.230,153,Akron
44322,OH,10420,1.000,0.961,1.230,153,Akron
44325,OH,10420,1.000,0.961,1.230,153,Akron
44326,OH,10420,1.000,0.961,1.230,153,Akron
44328,OH,10420,1.000,0.961,1.230,153,Akron
44333,OH,10420,1.000,0.961,1.230,153,Akron
44334,OH,10420,1.000,0.961,1.230,153,Akron
44372,OH,10420,1.000,0.961,1.230,153,Akron
44393,OH,10420,1.000,0.961,1.230,153,Akron
44396,OH,10420,1.000,0.961,1.230,153,Akron
44397,OH,10420,1.000,0.961,1.230,153,Akron
44398,OH,10420,1.000,0.961,1.230,153,Akron
44399,OH,10420,1.000,0.961,1.230,153,Akron
44411,OH,10420,1.000,0.961,1.230,133,Akron
44412,OH,10420,1.000,0.961,1.230,133,Akron
44685,OH,10420,1.000,0.961,1.230,153,Akron
35010,AL,99001,1.000,0.928,0.484,123,AL NONMETROPOLITAN AREA
35011,AL,99001,1.000,0.928,0.484,123,AL NONMETROPOLITAN AREA
35014,AL,99001,1.000,0.928,0.484,121,AL NONMETROPOLITAN AREA
35016,AL,99001,1.000,0.928,0.484,095,AL NONMETROPOLITAN AREA
35019,AL,99001,1.000,0.928,0.484,043,AL NONMETROPOLITAN AREA
35032,AL,99001,1.000,0.928,0.484,121,AL NONMETROPOLITAN AREA
35033,AL,99001,1.000,0.928,0.484,043,AL NONMETROPOLITAN AREA
35044,AL,99001,1.000,0.928,0.484,121,AL NONMETROPOLITAN AREA
35053,AL,99001,1.000,0.928,0.484,043,AL NONMETROPOLITAN AREA
35055,AL,99001,1.000,0.928,0.484,043,AL NONMETROPOLITAN AREA
35056,AL,99001,1.000,0.928,0.484,043,AL NONMETROPOLITAN AREA
35057,AL,99001,1.000,0.928,0.484,043,AL NONMETROPOLITAN AREA
35058,AL,99001,1.000,0.928,0.484,043,AL NONMETROPOLITAN AREA
35070,AL,99001,1.000,0.928,0.484,043,AL NONMETROPOLITAN AREA
35072,AL,99001,1.000,0.928,0.484,037,AL NONMETROPOLITAN AREA
35077,AL,99001,1.000,0.928,0.484,043,AL NONMETROPOLITAN AREA
35082,AL,99001,1.000,0.928,0.484,027,AL NONMETROPOLITAN AREA
35083,AL,99001,1.000,0.928,0.484,043,AL NONMETROPOLITAN AREA
35087,AL,99001,1.000,0.928,0.484,043,AL NONMETROPOLITAN AREA
35089,AL,99001,1.000,0.928,0.484,037,AL NONMETROPOLITAN AREA
35096,AL,99001,1.000,0.928,0.484,121,AL NONMETROPOLITAN AREA
35098,AL,99001,1.000,0.928,0.484,043,AL NONMETROPOLITAN AREA
35136,AL,99001,1.000,0.928,0.484,037,AL NONMETROPOLITAN AREA
35149,AL,99001,1.000,0.928,0.484,121,AL NONMETROPOLITAN AREA
35150,AL,99001,1.000,0.928,0.484,121,AL NONMETROPOLITAN AREA
35151,AL,99001,1.000,0.928,0.484,121,AL NONMETROPOLITAN AREA
35160,AL,99001,1.000,0.928,0.484,121,AL NONMETROPOLITAN AREA
35161,AL,99001,1.000,0.928,0.484,121,AL NONMETROPOLITAN AREA
35175,AL,99001,1.000,0.928,0.484,095,AL NONMETROPOLITAN AREA
35179,AL,99001,1.000,0.928,0.484,043,AL NONMETROPOLITAN AREA
35183,AL,99001,1.000,0.928,0.484,037,AL NONMETROPOLITAN AREA
35442,AL,99001,1.000,0.928,0.484,107,AL NONMETROPOLITAN AREA
35447,AL,99001,1.000,0.928,0.484,107,AL NONMETROPOLITAN AREA
35459,AL,99001,1.000,0.928,0.484,119,AL NONMETROPOLITAN AREA
35460,AL,99001,1.000,0.928,0.484,119,AL NONMETROPOLITAN AREA
35461,AL,99001,1.000,0.928,0.484,107,AL NONMETROPOLITAN AREA
35464,AL,99001,1.000,0.928,0.484,119,AL NONMETROPOLITAN AREA
35466,AL,99001,1.000,0.928,0.484,107,AL NONMETROPOLITAN AREA
35470,AL,99001,1.000,0.928,0.484,119,AL NONMETROPOLITAN AREA
35471,AL,99001,1.000,0.928,0.484,107,AL NONMETROPOLITAN AREA
35477,AL,99001,1.000,0.928,0.484,119,AL NONMETROPOLITAN AREA
35481,AL,99001,1.000,0.928,0.484,107,AL NONMETROPOLITAN AREA
35540,AL,99001,1.000,0.928,0.484,133,AL NONMETROPOLITAN AREA
35541,AL,99001,1.000,0.928,0.484,133,AL NONMETROPOLITAN AREA
35542,AL,99001,1.000,0.928,0.484,057,AL NONMETROPOLITAN AREA
35543,AL,99001,1.000,0.928,0.484,093,AL NONMETROPOLITAN AREA
35544,AL,99001,1.000,0.928,0.484,075,AL NONMETROPOLITAN AREA
35545,AL,99001,1.000,0.928,0.484,057,AL NONMETROPOLITAN AREA
35546,AL,99001,1.000,0.928,0.484,057,AL NONMETROPOLITAN AREA
35548,AL,99001,1.000,0.928,0.484,093,AL NONMETROPOLITAN AREA
35551,AL,99001,1.000,0.928,0.484,133,AL NONMETROPOLITAN AREA
