ZIP CODE,STATE,MSA No.,GPCI,GPCI,GPCI,County No.,MSA Name
91125,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91126,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91129,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91131,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91175,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91182,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91184,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91185,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91186,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91187,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91188,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91189,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91191,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91199,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91201,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91202,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91203,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91204,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91205,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91206,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91207,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91208,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91209,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91210,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91214,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91221,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91222,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91224,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91225,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91226,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91301,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91302,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91303,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91304,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91305,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91306,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91307,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91308,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91309,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91310,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91311,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91312,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91313,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91316,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91321,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91322,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91324,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91325,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91326,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91327,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91328,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91329,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91330,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91331,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91333,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91334,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91335,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91337,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91340,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91341,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91342,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91343,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91344,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91345,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91346,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91350,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91351,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91352,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91353,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91354,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91355,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91356,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91357,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91363,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91364,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91365,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91367,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91371,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91372,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91376,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91380,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91381,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91382,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91383,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91384,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91385,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91386,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91387,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91388,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91390,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91392,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91393,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91394,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91395,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91396,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91399,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91401,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91402,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91403,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91404,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91405,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91406,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91407,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91408,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91409,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91410,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91411,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91412,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91413,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91416,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91423,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91426,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91436,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91470,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91482,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91495,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91496,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91497,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91499,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91501,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91502,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91503,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91504,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91505,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91506,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91507,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91508,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91510,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91521,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91522,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91523,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91526,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91601,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91602,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91603,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91604,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91605,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91606,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91607,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91608,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91609,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91610,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91611,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91612,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91614,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91615,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91616,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91617,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91618,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91702,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91706,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91711,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91714,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91715,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91716,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91722,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91723,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91724,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91731,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91732,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91733,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91734,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91735,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91740,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91741,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91744,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91745,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91746,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91747,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91748,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91749,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91750,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91754,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91755,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91756,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91759,CA,31100,1.016,1.078,0.546,037,Los Angeles-Long Beach-Santa Ana
91765,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91766,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91767,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91768,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91769,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91770,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91771,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91772,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91773,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91775,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91776,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91778,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91780,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91788,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91789,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91790,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91791,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91792,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91793,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91795,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91797,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91799,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91801,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91802,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91803,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91804,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91841,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91896,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
91899,CA,31100,1.039,1.220,0.722,037,Los Angeles-Long Beach-Santa Ana
92602,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92603,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92604,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92605,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92606,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92607,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92609,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92610,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92612,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92614,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92615,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92616,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92617,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92618,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92619,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92620,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92623,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92624,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92625,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92626,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92627,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92628,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92629,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92630,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92637,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92646,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92647,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92648,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92649,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92650,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92651,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92652,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92653,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92654,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92655,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92656,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92657,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92658,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92659,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92660,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92661,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92662,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92663,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92672,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92673,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92674,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92675,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92676,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92677,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92678,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92679,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92683,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92684,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92685,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92688,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92690,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92691,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92692,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92693,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92694,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92697,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92698,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92701,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92702,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92703,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92704,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92705,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92706,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92707,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92708,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92709,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92710,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92711,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92712,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92725,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92728,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92735,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92780,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92781,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92782,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92799,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92801,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92802,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92803,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92804,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92805,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92806,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92807,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92808,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92809,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92811,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92812,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92814,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92815,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92816,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92817,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92821,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92822,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92823,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92825,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92831,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92832,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92833,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92834,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92835,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92836,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92837,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92838,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92840,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92841,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92842,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92843,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92844,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92845,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92846,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92850,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92856,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92857,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
92859,CA,31100,1.039,1.271,0.742,059,Los Angeles-Long Beach-Santa Ana
